"Type","AGB","Mean_AGB_Carbon_Secure","Low_AGB_Carbon_Secure","Hi_AGB_Carbon_Secure","Mean_AGB_Carbon_Restor","Low_AGB_Carbon_Restor","Hi_AGB_Carbon_Restor"
"OpenCoast_60766",12618.9563255389,989.871857938646,966.127391818228,1013.61632405906,3050.84414706216,2200.01361655732,4289.55906036494
"OpenCoast_60767",222.480876101318,47.63955189848,44.5287276000089,50.750376196951,23.601049437923,13.9736654325592,46.5203634631399
"OpenCoast_60769",182.203731542841,24.6521648777464,24.3908829022825,24.9134468532103,33.6912919995867,21.9517946120542,50.657341934861
"OpenCoast_60772",177.846319347733,15.6051918441016,15.4090567954329,15.8013268927704,41.3429780742359,30.081692930673,58.1059602777116
"OpenCoast_60773",4445.61789360705,601.492101005035,597.124365811325,605.859836198744,822.03920470688,537.411929230193,1231.91500027078
"OpenCoast_60777",4315.44088470956,1305.39573456956,1292.09942151777,1318.69204762134,76.4515911232886,25.7151352023282,470.447863734054
"OpenCoast_60778",3604.09296990139,1090.21713321837,1082.43531553605,1097.99895090069,63.8494766737524,21.5424370781684,391.714852429131
"OpenCoast_60779",10.5027598136663,0.807537282837174,0.807280133312108,0.80779443236224,2.5555514370969,1.89180457052255,3.50401582440089
"OpenCoast_60780",199267.470821122,62010.044244825,61964.9268647191,62055.1616249308,1797.39258680652,0,19785.7037064997
"OpenCoast_60781",744.778560400221,102.188023367835,96.7349946118044,107.641052123866,136.297519457919,84.9218529620688,214.334603309841
"OpenCoast_60784",56.7097162543802,7.67282460921764,7.11168678952793,8.23396242890734,10.4861936325974,6.40051811057514,16.7423902721116
"OpenCoast_60785",90429.9497712279,7126.30228885563,7111.74951853853,7140.85505917274,21830.2719273893,16087.6048392105,30048.2905830087
"OpenCoast_60786",62.9928102719851,19.0549582382087,18.0989991468107,20.0109173296066,1.11596953898369,0.360203094542333,7.13896267597376
"OpenCoast_60787",1131.31877537155,342.217340768386,337.01357461684,347.421106919932,20.0422442933375,6.70718482801577,123.943659068409
"OpenCoast_60789",8014.14291384185,2304.89037181636,2282.28100601503,2327.49973761768,261.318330624945,129.583731952604,993.848277865241
"OpenCoast_60792",211.204301828851,16.594214713151,16.3719764036547,16.8164530226473,51.0355147754654,37.2266043670693,71.0247726882728
"OpenCoast_60793",7.71390208075098,1.30461368940701,1.24566670413758,1.36356067467643,1.16545489587026,0.733872420265672,1.94534656253838
"OpenCoast_60795",6658.95694780702,510.542229188365,500.774575714557,520.309882662172,1621.72237506892,1178.29311932837,2264.87831276475
"OpenCoast_60797",113.614965857146,8.71085943226742,8.34676063736932,9.07495822716553,27.6697887848494,19.6394367938101,39.5027593417793
"OpenCoast_60799",12377.6732339551,3851.80813367448,3819.05101934561,3884.56524800335,111.646612570275,0,1238.55703559527
"OpenCoast_60800",250.796849912657,19.7834637144427,19.3378859075268,20.2290415213587,60.5241955960893,43.6823664172596,85.0187487966581
"OpenCoast_60802",26.7424708868635,8.08944169557585,7.92570305281305,8.25318033833864,0.473764907106714,0.157735946771948,2.94435009764934
"OpenCoast_60804",4518.49138898624,371.825428243838,367.2013959414,376.449460546275,1075.04069942345,779.921883319129,1501.04638850689
"OpenCoast_60805",9459.1693279203,1599.78201258452,1594.47757431015,1605.08645085889,1429.13859790884,939.370951018921,2289.92333655869
"OpenCoast_60806",4929.85380009515,408.822557097907,404.988191281127,412.656922914687,1169.76592823056,850.443095057965,1629.5806371942
"OpenCoast_60807",79.7582426779614,13.4891127929102,13.2453482943874,13.732877291433,12.0502740949998,7.80336809017758,19.5922382691111
"OpenCoast_60808",2137.12879387717,289.153525811582,282.723890084561,295.583161538602,395.176485275828,254.451501076105,601.01909512849
"OpenCoast_60809",177.199951380453,15.5484760449314,15.3518019009195,15.7451501889433,41.1927203866033,29.9699194341901,57.8993826058957
"OpenCoast_60811",470.130694716629,136.859391311384,128.564274340618,145.15450828215,13.681158443828,6.13964857257349,59.4864053565701
"OpenCoast_60813",1021.48586183626,80.2576252991998,79.2928225107267,81.2224280876729,246.832362519389,180.296041233979,343.045259564993
"OpenCoast_60814",1220.10473064991,165.080170056932,150.500161238735,179.66017887513,225.609565744474,135.450145114862,365.30903037943
"OpenCoast_60815",13.4438915601086,2.27369816010337,2.2442857986496,2.30311052155714,2.03117035635901,1.32219914472479,3.28577101075486
"OpenCoast_60819",569.32590557223,163.202050678761,160.851406490329,165.552694867193,19.1017975445224,9.52983335070922,71.4697769583425
"OpenCoast_60821",1544.94597372373,209.03119024482,205.215266492963,212.847113996678,285.675960001254,184.693739843666,432.789131793245
"OpenCoast_60822",553.155500201568,66.6201061657386,60.9467099591243,72.2935023723529,110.505816553806,69.1431896589997,174.060211702234
"OpenCoast_60823",3334.16682528381,563.890964326125,558.671159055758,569.110769596491,503.742594798005,329.135678321537,811.931364624327
"OpenCoast_60826",1995.96928198831,164.678570466058,161.307288736485,168.049852195631,474.45075331942,341.292329088419,667.885772757134
"OpenCoast_60828",6436.01655395724,1844.02401982261,1819.51180733466,1868.53623231057,216.852840920035,108.47705394775,807.980954369687
"OpenCoast_60830",4222.27307665689,714.091934089596,710.401206670378,717.782661508814,637.922127786706,418.525959766893,1024.03659708591
"OpenCoast_60831",43568.9946848144,3384.85853043501,3367.85236363811,3401.8646972319,10566.3692575894,7776.15677633463,14569.1246824571
"OpenCoast_60832",63.8626432027962,13.1044008102109,11.5439895629025,14.6648120575193,7.34505616975643,4.22460639920849,14.6660047416703
"OpenCoast_60833",1748.54233191782,236.577777508481,231.567800465364,241.587754551598,323.322962594924,208.411020418827,491.228434254915
"OpenCoast_60835",1639.01231678278,221.75836646071,216.941486000289,226.575246921131,303.069767496304,195.24733740026,460.703002072967
"OpenCoast_60836",147102.761659057,12795.6400087689,12716.1761166169,12875.1039009208,34308.1353020779,25204.1000025651,47872.2673935778
"OpenCoast_60837",646895.220088456,49850.7704348048,49725.289377018,49976.2514925916,157291.54798972,116153.472164716,216184.295335893
"OpenCoast_60839",24389.1196773694,3339.75044531133,3331.61972348321,3347.88116713946,4469.88956657912,2935.0752921715,6686.025959206
"OpenCoast_60840",200.826744231725,33.9648231181904,33.1425231221755,34.7871231142053,30.3419086522501,19.5255950701686,49.6296289762662
"OpenCoast_60841",301.508607631266,50.9926432656379,49.6653814458823,52.3199050853935,45.5534279839699,29.2598763088411,74.6430645884948
"OpenCoast_60842",23.213377183936,4.7633073659498,3.91431018255782,5.61230454934178,2.66984814211835,1.43247009672131,5.61276099615203
"OpenCoast_60843",15414.9409665328,4722.81467090299,4709.71037165578,4735.91897015021,213.203575990461,56.3606325514927,1608.08081467608
"OpenCoast_60844",16584.1811231531,1444.67292720113,1439.32681374521,1450.01904065705,3865.74771024372,2834.66409042329,5381.48197542351
"OpenCoast_60846",165087.697416024,12881.1233178434,12829.2342740186,12933.0123616681,39981.6082717416,29480.693995101,55093.5616081487
"OpenCoast_60847",517.979505018838,87.603283786311,85.9039590336219,89.3026085390001,78.2589335157712,50.6094817474098,127.405054848974
"OpenCoast_60848",31186.6522489953,6233.53082399599,6217.94195524458,6249.11969274741,3752.7470926548,2498.9189506833,6582.20289374567
"OpenCoast_60849",3174.18908981086,243.365077515799,237.305957159031,249.424197872567,773.042010932538,558.366958021249,1085.72886132765
"OpenCoast_60852",37867.0197602451,3626.40411083443,3591.19140243115,3661.61681923771,8498.99428659365,6048.76074628938,12030.2912959181
"OpenCoast_60854",0,0,0,0,0,0,0
"OpenCoast_60856",132575.763604542,10400.7994170955,10285.3092558655,10516.2895783255,32051.2858467148,23417.5051105642,44498.3012062721
"OpenCoast_60857",399.414147375001,30.9417117523579,30.656725377651,31.2266981270648,96.954692378591,71.0749668468512,134.206668068131
"OpenCoast_60858",195.200711953726,26.4106563273391,16.4333619776999,36.3879506769784,36.0945636473635,14.7900257799299,73.9888330431893
"OpenCoast_60859",4224.69583860431,571.601346963163,563.889502810685,579.313191115641,781.188507516322,507.500552529616,1177.93682193514
"OpenCoast_60860",1183.59430646844,160.14030966518,157.149169791727,163.131449538633,218.858423209079,141.434252812554,331.700614061887
"OpenCoast_60861",21.1222448888621,4.04091281477404,3.80187181720125,4.27995381234683,2.72264122108849,1.66842295119517,4.90163014067211
"OpenCoast_60862",26424.0625360287,2042.14896654706,2030.32072899725,2053.97720409687,6419.1000981147,4723.16856568256,8853.53538890409
"OpenCoast_60863",51.1708715642271,15.9238635220718,15.4816983269597,16.366028717184,0.461561261509329,0,5.21815408373982
"OpenCoast_60865",5988.31212981047,482.672775633675,478.736285838626,486.609265428725,1434.84465145293,1048.12424532191,1991.09765247795
"OpenCoast_60866",23.4270557607629,7.29026548219181,6.94843222002048,7.63209874436314,0.211312042962082,0,2.43342278805781
"OpenCoast_60868",60.8426097390919,8.23200509769913,7.12487363054281,9.33913656485546,11.2504069668555,6.41238626748852,18.9895776818728
"OpenCoast_60869",657.223177309729,188.398541574797,184.550232845805,192.24685030379,22.0508920315509,10.9338985727852,82.9937532770326
"OpenCoast_60872",269.08973129694,21.1422435034681,20.5993131432196,21.6851738637166,65.0229793551251,46.8387237868742,91.5879550998016
"OpenCoast_60873",1413.63982910675,114.912103745156,113.545008827476,116.279198662836,337.749505933116,247.004903462476,470.794956354923
"OpenCoast_60874",9729.006015317,3012.26941421064,2981.36123735849,3043.17759106279,103.055601954011,10.48360041856,990.673769438135
"OpenCoast_60875",2566.38458289765,347.231834066051,344.592966044065,349.870702088038,474.550173223604,310.133669439658,711.403760912344
"OpenCoast_60876",183.119001941975,30.9700012034366,30.4807319681543,31.4592704387189,27.6665344084034,17.9574267070303,44.8818924925723
"OpenCoast_60878",110469.177918251,10047.8277798532,10005.0071273625,10090.6484323438,25325.5076813501,18590.9801508336,35440.2215723691
"OpenCoast_60880",699.582112318264,54.965811211063,54.1451189173673,55.7865035047588,169.047376974368,123.11518601351,235.615900996659
"OpenCoast_60881",894.324321107139,70.266607636008,69.4878062595115,71.0454090125045,216.104983225709,158.001392634608,300.062326987915
"OpenCoast_60885",10493.886731509,824.499350109159,818.613574277253,830.385125941065,2535.74812018733,1861.36376621756,3507.15544676748
"OpenCoast_60886",6520.89333686616,499.956892137528,491.782618749658,508.131165525399,1588.09836326038,1157.13557352861,2211.8650734635
"OpenCoast_60887",0,0,0,0,0,0,0
"OpenCoast_60889",12.398627805464,1.40499826253102,1.33882593584145,1.47117058922059,2.5651663470566,1.72312055747069,3.85700838339042
"OpenCoast_60892",178.806099890795,13.7090636786273,13.4893657387734,13.9287616184811,43.5464375674042,31.7396840912314,60.6310799863297
"OpenCoast_60893",2585.09971085325,226.830541514442,218.644182791717,235.016900237167,600.944236897877,426.839050250485,864.223793510642
"OpenCoast_60895",3551.68904311199,328.626836308972,323.27835759595,333.975315021994,808.659512185917,574.894523688654,1147.3969590838
"OpenCoast_60897",608.731339959513,47.827712174622,46.1773787895927,49.4780455596513,147.094150193814,104.998136359684,208.971947544562
"OpenCoast_60898",4807.3679457551,421.824299394192,420.226307202567,423.422291585817,1117.54299051605,820.369403687641,1557.04384970606
"OpenCoast_60899",127.98617285875,24.4851325576441,24.3362880382364,24.6339770770518,16.4973198534563,10.6797976002726,28.2121372845595
"OpenCoast_60901",58.6240153955029,11.2154051954068,10.9305804251418,11.5002299656718,7.55659077438721,4.79680329270445,13.1706733988066
"OpenCoast_60905",25789.0332114409,2043.22203485571,2031.41915675176,2055.02491295966,6214.6842897798,4559.87113448375,8590.1921960337
"OpenCoast_60906",14216.9914938655,1152.52118801549,1125.67507735076,1179.36729868023,3399.90165823519,2443.9551763705,4791.34027179459
"OpenCoast_60907",5318.3111030481,428.369092273335,420.066153009148,436.672031537521,1274.6073060337,920.612509673853,1788.32236343215
"OpenCoast_60908",124.859766495688,9.81016843086059,8.8066513409023,10.8136855208189,30.1711773987237,20.0245661967425,45.6719116096767
"OpenCoast_60909",4432.11038759688,599.664535441859,596.87864794072,602.450422942998,819.54153177054,537.190783146648,1224.98252665076
"OpenCoast_60911",9567.45592027254,2714.32489245604,2709.22032608633,2719.42945882575,349.27016777443,184.637324076927,1214.53446107238
"OpenCoast_60912",1185641.85227115,105528.789379189,104964.607229006,106092.971529372,274125.588136557,201056.106893831,383107.777165551
"OpenCoast_60914",6272.76952442191,492.848315271143,491.426451867745,494.270178674542,1515.755214144,1117.40559894219,2087.56430619903
"OpenCoast_60915",2017.78741934917,154.703761441501,153.490937203514,155.916585679487,491.411948108297,361.15514636121,678.695725898945
"OpenCoast_60916",22026.0635079518,1994.17216157117,1979.86807082385,2008.47625231848,5058.79363431008,3641.75712804987,7096.08187877838
"OpenCoast_60917",3625.57936291421,284.859928925695,283.330102160746,286.389755690645,876.086838873063,644.236062792326,1209.57536472076
"OpenCoast_60920",518.931755963687,40.7722044739033,39.5993319707018,41.9450769771047,125.394933103229,90.0409717268148,177.156238219728
"OpenCoast_60921",1083.2001115037,100.513658746791,99.6235546253933,101.403762868188,246.337848957809,176.618964482086,347.089185904842
"OpenCoast_60922",0,0,0,0,0,0,0
"OpenCoast_60923",3593.21286513202,486.161700652363,480.959896724605,491.363504580121,664.420990891562,432.863907052144,999.105792646245
"OpenCoast_60925",2958.54822646689,274.533305215598,273.002506985946,276.064103445251,672.823422381363,483.996182089462,944.92415480592
"OpenCoast_60927",2570.35687657245,197.06926172681,194.66236883636,199.476154617259,625.984713720454,458.029103144376,868.307967157482
"OpenCoast_60928",275.203930009502,46.543864662857,45.7429543037849,47.3447750219291,41.5791857654856,26.9490165174335,67.5452123646189
"OpenCoast_60930",975.973134642851,85.6371279239807,84.902639830011,86.3716160179504,226.879229520006,165.747662188311,317.612927288847
"OpenCoast_60931",26151.0878642091,2042.71516266116,2035.34812334824,2050.08220197408,6331.12468233724,4663.06680257113,8721.29306752144
"OpenCoast_60934",1114.5122891656,103.419217476616,100.125383306173,106.713051647058,253.458762637101,177.508638237254,365.262049197768
"OpenCoast_60935",8441.60398601225,1079.07064905189,1074.47471534329,1083.66658276049,1624.0153633091,1160.40770757371,2395.60804588323
"OpenCoast_60936",13688.5070837668,1074.06667194502,1063.87939239883,1084.25395149121,3309.13018134794,2421.64910988456,4586.93075392223
"OpenCoast_60937",196288.863272685,61083.1313618268,61015.369943547,61150.8927801066,1770.52554671962,0,19497.3861038021
"OpenCoast_60941",221.52856300115,20.5563553287064,19.9222458046931,21.1904648527198,50.3793058298917,35.3194225744441,72.5316397206703
"OpenCoast_60942",16173.2084552753,1265.26680341186,1261.22977629377,1269.30383052995,3913.55627605185,2885.45495148494,5389.52107719046
"OpenCoast_60943",19173.267532681,2594.14309717174,2571.44262195713,2616.84357238635,3545.32889946805,2314.29835976142,5320.91526385224
"OpenCoast_60944",552.982299867049,74.8185051720118,70.5556518270858,79.0813585169377,102.251957068416,63.5000866443772,160.798762317773
"OpenCoast_60945",652.593780766817,110.369923172188,108.185895928843,112.553950415532,98.5971313671545,63.7366680992553,160.576969259493
"OpenCoast_60946",0,0,0,0,0,0,0
"OpenCoast_60950",193681.063924498,15543.4792147268,15518.2986411242,15568.6597883294,46475.1342645367,34192.2487067816,64048.757964562
"OpenCoast_60951",29.5393374885959,3.99667236220702,3.8388037644964,4.15454095991764,5.46211889501626,3.45492338804676,8.4475666184992
"OpenCoast_60952",3454.74037879448,264.874944842173,262.724515594423,267.025374089923,841.367471851608,618.175330810408,1162.34574603849
